,WKN,Basiswert,Untere Barriere,Obere Barriere,Bewertungstag,Geld Kurs,Brief Kurs,Spread,Merkmale,Ausübungsart,Emittent,Info
505,SV1Q5H,Ölpreis Brent,"45,000 USD","105,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
506,SV1Q56,Ölpreis Brent,"65,000 USD","125,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
507,SV1Q54,Ölpreis Brent,"65,000 USD","115,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
508,SV1Q5U,Ölpreis Brent,"55,000 USD","130,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
509,SV1Q50,Ölpreis Brent,"60,000 USD","125,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
510,SV1Q5B,Ölpreis Brent,"40,000 USD","110,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
511,SV1Q5D,Ölpreis Brent,"40,000 USD","120,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
512,SV1Q51,Ölpreis Brent,"60,000 USD","130,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
513,SV1Q5S,Ölpreis Brent,"55,000 USD","120,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
514,SV1Q5N,Ölpreis Brent,"50,000 USD","120,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
515,,,,,,,,,,,,
516,SV1Q7K,Ölpreis WTI,"40,000 USD","110,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
517,SV1Q7M,Ölpreis WTI,"40,000 USD","120,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
518,SV1Q7U,Ölpreis WTI,"50,000 USD","120,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
519,SV1Q7P,Ölpreis WTI,"45,000 USD","100,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
520,SV1Q7R,Ölpreis WTI,"45,000 USD","120,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
521,SV1Q7X,Ölpreis WTI,"55,000 USD","120,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
522,SV1Q7Q,Ölpreis WTI,"45,000 USD","105,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
523,SV1Q7L,Ölpreis WTI,"40,000 USD","115,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
524,SV1Q7Z,Ölpreis WTI,"60,000 USD","120,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
525,SV1Q64,Ölpreis WTI,"50,000 USD","115,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
526,SV1Q62,Ölpreis WTI,"50,000 USD","100,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
527,SV1Q68,Ölpreis WTI,"60,000 USD","110,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
528,SV1Q6Y,Ölpreis WTI,"45,000 USD","110,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
529,SV1Q6V,Ölpreis WTI,"40,000 USD","120,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
530,SV1Q6Z,Ölpreis WTI,"45,000 USD","120,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
531,SV1Q7J,Ölpreis WTI,"40,000 USD","105,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
532,SV1Q69,Ölpreis WTI,"60,000 USD","120,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
533,SV1Q7H,Ölpreis WTI,"40,000 USD","100,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
534,SV1Q65,Ölpreis WTI,"50,000 USD","120,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
535,SV1Q67,Ölpreis WTI,"55,000 USD","120,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
536,SV1Q6X,Ölpreis WTI,"45,000 USD","95,000 USD",17.10.2023,"9,770 EUR","9,920 EUR","1,512 %",,Europäisch,Société Générale,
537,SV1Q66,Ölpreis WTI,"55,000 USD","115,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
538,SV1Q63,Ölpreis WTI,"50,000 USD","105,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
539,SV1Q7W,Ölpreis WTI,"55,000 USD","105,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
540,SV1XMQ,Ölpreis WTI,"35,000 USD","105,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
541,SV1XMR,Ölpreis WTI,"35,000 USD","115,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
542,SV1XMY,Ölpreis WTI,"35,000 USD","115,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
543,SV1XMX,Ölpreis WTI,"35,000 USD","100,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
544,SV1XM0,Ölpreis WTI,"60,000 USD","115,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
545,SV17QL,Ölpreis Brent,"35,000 USD","110,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
546,SV17QM,Ölpreis Brent,"35,000 USD","115,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
547,SV17QR,Ölpreis Brent,"35,000 USD","100,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
548,SV17QU,Ölpreis Brent,"35,000 USD","115,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
549,SV17QJ,Ölpreis Brent,"35,000 USD","100,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
550,SV17QT,Ölpreis Brent,"35,000 USD","110,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
551,SV17QS,Ölpreis Brent,"35,000 USD","105,000 USD",26.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
552,SV17QK,Ölpreis Brent,"35,000 USD","105,000 USD",26.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
553,SV2AER,NASDAQ 100,"11.000,00 Pkt.","16.500,00 Pkt.",15.09.2023,"9,850 EUR","10,000 EUR","1,50 %",,Europäisch,Société Générale,
554,SV2AEQ,NASDAQ 100,"10.500,00 Pkt.","16.500,00 Pkt.",15.09.2023,"9,850 EUR","10,000 EUR","1,50 %",,Europäisch,Société Générale,
555,SV2AEP,NASDAQ 100,"10.000,00 Pkt.","16.500,00 Pkt.",15.09.2023,"9,850 EUR","10,000 EUR","1,50 %",,Europäisch,Société Générale,
556,SV2AEL,NASDAQ 100,"8.500,00 Pkt.","16.500,00 Pkt.",15.09.2023,"9,850 EUR","10,000 EUR","1,50 %",,Europäisch,Société Générale,
557,SV2AEM,NASDAQ 100,"9.000,00 Pkt.","16.500,00 Pkt.",15.09.2023,"9,850 EUR","10,000 EUR","1,50 %",,Europäisch,Société Générale,
558,SV2AEN,NASDAQ 100,"9.500,00 Pkt.","16.500,00 Pkt.",15.09.2023,"9,850 EUR","10,000 EUR","1,50 %",,Europäisch,Société Générale,
559,SV2AES,NASDAQ 100,"11.500,00 Pkt.","16.500,00 Pkt.",15.09.2023,"9,840 EUR","9,990 EUR","1,50 %",,Europäisch,Société Générale,
560,SV2CUM,Ölpreis WTI,"30,000 USD","100,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
561,SV2CUL,Ölpreis WTI,"30,000 USD","95,000 USD",17.10.2023,"9,820 EUR","9,970 EUR","1,505 %",,Europäisch,Société Générale,
562,SV2CUV,Ölpreis WTI,"30,000 USD","100,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
563,SV2CVJ,Ölpreis Brent,"35,000 USD","100,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
564,SV2CVH,Ölpreis Brent,"35,000 USD","95,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
565,SV2CVK,Ölpreis Brent,"35,000 USD","105,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
566,SV2J27,NASDAQ 100,"8.500,00 Pkt.","17.000,00 Pkt.",15.09.2023,"9,850 EUR","10,000 EUR","1,50 %",,Europäisch,Société Générale,
567,SV2J29,NASDAQ 100,"9.500,00 Pkt.","17.000,00 Pkt.",15.09.2023,"9,850 EUR","10,000 EUR","1,50 %",,Europäisch,Société Générale,
568,SV2J3B,NASDAQ 100,"10.500,00 Pkt.","17.000,00 Pkt.",15.09.2023,"9,850 EUR","10,000 EUR","1,50 %",,Europäisch,Société Générale,
569,SV2J28,NASDAQ 100,"9.000,00 Pkt.","17.000,00 Pkt.",15.09.2023,"9,850 EUR","10,000 EUR","1,50 %",,Europäisch,Société Générale,
570,SV2J3A,NASDAQ 100,"10.000,00 Pkt.","17.000,00 Pkt.",15.09.2023,"9,850 EUR","10,000 EUR","1,50 %",,Europäisch,Société Générale,
571,SV2J3D,NASDAQ 100,"11.500,00 Pkt.","17.000,00 Pkt.",15.09.2023,"9,850 EUR","10,000 EUR","1,50 %",,Europäisch,Société Générale,
572,SV2J3C,NASDAQ 100,"11.000,00 Pkt.","17.000,00 Pkt.",15.09.2023,"9,850 EUR","10,000 EUR","1,50 %",,Europäisch,Société Générale,
573,SV2P95,Ölpreis Brent,"35,000 USD","110,000 USD",25.08.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
574,SV2UNR,Siemens,"100,000 EUR","180,000 EUR",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
575,SV2UK8,Deutsche Post,"30,000 EUR","50,000 EUR",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
576,SV2ULX,Mercedes-Benz Group (Daimler),"40,000 EUR","80,000 EUR",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
577,SV2UNP,Siemens,"80,000 EUR","180,000 EUR",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
578,SV20Y9,NASDAQ 100,"12.000,00 Pkt.","16.500,00 Pkt.",18.08.2023,"9,850 EUR","10,000 EUR","1,50 %",,Europäisch,Société Générale,
579,SV20ZF,NASDAQ 100,"10.000,00 Pkt.","17.500,00 Pkt.",15.09.2023,"9,850 EUR","10,000 EUR","1,50 %",,Europäisch,Société Générale,
580,SV20ZD,NASDAQ 100,"9.000,00 Pkt.","17.500,00 Pkt.",15.09.2023,"9,850 EUR","10,000 EUR","1,50 %",,Europäisch,Société Générale,
581,SV20ZE,NASDAQ 100,"9.500,00 Pkt.","17.500,00 Pkt.",15.09.2023,"9,850 EUR","10,000 EUR","1,50 %",,Europäisch,Société Générale,
582,SV20ZG,NASDAQ 100,"10.500,00 Pkt.","17.500,00 Pkt.",15.09.2023,"9,850 EUR","10,000 EUR","1,50 %",,Europäisch,Société Générale,
583,SV20Y7,NASDAQ 100,"11.000,00 Pkt.","16.500,00 Pkt.",18.08.2023,"9,850 EUR","10,000 EUR","1,50 %",,Europäisch,Société Générale,
584,SV20ZJ,NASDAQ 100,"11.500,00 Pkt.","17.500,00 Pkt.",15.09.2023,"9,850 EUR","10,000 EUR","1,50 %",,Europäisch,Société Générale,
585,SV20ZH,NASDAQ 100,"11.000,00 Pkt.","17.500,00 Pkt.",15.09.2023,"9,850 EUR","10,000 EUR","1,50 %",,Europäisch,Société Générale,
586,SV23XV,Bayer,"30,000 EUR","70,000 EUR",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
587,SV24BU,Ölpreis WTI,"55,000 USD","125,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
588,SV24B6,Ölpreis WTI,"45,000 USD","125,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
589,SV24B8,Ölpreis WTI,"55,000 USD","125,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
590,SV24B7,Ölpreis WTI,"50,000 USD","125,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
591,SV24B9,Ölpreis WTI,"60,000 USD","125,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
592,SV24BS,Ölpreis WTI,"45,000 USD","125,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
593,SV24B5,Ölpreis WTI,"40,000 USD","125,000 USD",15.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
594,SV24BR,Ölpreis WTI,"40,000 USD","125,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
595,SV24BT,Ölpreis WTI,"50,000 USD","125,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
596,SV24BV,Ölpreis WTI,"60,000 USD","125,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
597,SV4EZZ,Ölpreis WTI,"40,000 USD","125,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
598,SV4EZ2,Ölpreis WTI,"55,000 USD","125,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
599,SV4EZ1,Ölpreis WTI,"50,000 USD","125,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
600,SV4EZ0,Ölpreis WTI,"45,000 USD","125,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
601,SV4JAW,Siemens,"90,000 EUR","170,000 EUR",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
602,SV4JAV,Siemens,"80,000 EUR","170,000 EUR",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
603,SV4JAX,Siemens,"90,000 EUR","180,000 EUR",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
604,SV4LA4,Allianz,"160,000 EUR","250,000 EUR",15.09.2023,"9,840 EUR","9,990 EUR","1,502 %",,Europäisch,Société Générale,
605,SV4LGJ,Mercedes-Benz Group (Daimler),"45,000 EUR","80,000 EUR",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
606,SV4NA3,Allianz,"150,000 EUR","250,000 EUR",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
607,SV4Q0M,Ölpreis Brent,"40,000 USD","110,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
608,SV4Q0W,Ölpreis Brent,"50,000 USD","105,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
609,SV4Q0N,Ölpreis Brent,"40,000 USD","125,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
610,SV4Q0Y,Ölpreis Brent,"55,000 USD","110,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
611,SV4Q1N,Ölpreis Brent,"45,000 USD","120,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
612,SV4Q0L,Ölpreis Brent,"40,000 USD","105,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
613,SV4Q0R,Ölpreis Brent,"45,000 USD","110,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
614,SV4Q1F,Ölpreis Brent,"40,000 USD","105,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
615,SV4Q1L,Ölpreis Brent,"45,000 USD","110,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
616,,,,,,,,,,,,
617,SV4Q1V,Ölpreis Brent,"60,000 USD","115,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
618,SV4Q0S,Ölpreis Brent,"45,000 USD","115,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
619,SV4Q1H,Ölpreis Brent,"40,000 USD","125,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
620,SV4Q02,Ölpreis Brent,"60,000 USD","115,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
621,SV4Q0Z,Ölpreis Brent,"55,000 USD","115,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
622,SV4Q1M,Ölpreis Brent,"45,000 USD","115,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
623,SV4Q03,Ölpreis Brent,"60,000 USD","120,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
624,SV4Q0T,Ölpreis Brent,"45,000 USD","120,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
625,SV4Q1G,Ölpreis Brent,"40,000 USD","110,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
626,SV4Q1S,Ölpreis Brent,"55,000 USD","115,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
627,SV4Q1W,Ölpreis Brent,"60,000 USD","120,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
628,SV4R8K,Mercedes-Benz Group (Daimler),"35,000 EUR","80,000 EUR",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
629,SV4UQ5,Ölpreis Brent,"50,000 USD","110,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
630,SV4UR0,Ölpreis Brent,"55,000 USD","120,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
631,SV4URZ,Ölpreis Brent,"55,000 USD","110,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
632,SV4URM,Ölpreis Brent,"40,000 USD","115,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
633,SV4URU,Ölpreis Brent,"50,000 USD","120,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
634,SV4URB,Ölpreis Brent,"55,000 USD","120,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
635,SV4UQ1,Ölpreis Brent,"40,000 USD","120,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
636,SV4UQ6,Ölpreis Brent,"50,000 USD","115,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
637,SV4URN,Ölpreis Brent,"40,000 USD","120,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
638,SV4UQ0,Ölpreis Brent,"40,000 USD","115,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
639,SV4URT,Ölpreis Brent,"50,000 USD","115,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
640,SV4URE,Ölpreis Brent,"60,000 USD","110,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
641,SV4URS,Ölpreis Brent,"50,000 USD","110,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
642,SV4URA,Ölpreis Brent,"55,000 USD","105,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
643,SV4UQ3,Ölpreis Brent,"45,000 USD","105,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
644,SV4UQ7,Ölpreis Brent,"50,000 USD","120,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
645,SV4URQ,Ölpreis Brent,"45,000 USD","105,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
646,SV4Z6K,Ölpreis Brent,"35,000 USD","110,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
647,SV4Z6U,Ölpreis Brent,"35,000 USD","105,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
648,SV4Z6V,Ölpreis Brent,"35,000 USD","110,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
649,SV4Z6J,Ölpreis Brent,"35,000 USD","105,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
650,SV46TR,Allianz,"140,000 EUR","250,000 EUR",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
651,SV46TN,Allianz,"110,000 EUR","250,000 EUR",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
652,SV46TQ,Allianz,"130,000 EUR","250,000 EUR",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
653,SV46TP,Allianz,"120,000 EUR","250,000 EUR",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
654,SV6A8A,Ölpreis Brent,"35,000 USD","115,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
655,SV6A78,Ölpreis Brent,"35,000 USD","115,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
656,SV6A8W,Ölpreis WTI,"65,000 USD","110,000 USD",17.10.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
657,SV6A8M,Ölpreis WTI,"65,000 USD","100,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
658,SV6A8L,Ölpreis WTI,"65,000 USD","95,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
659,SV6A8N,Ölpreis WTI,"65,000 USD","105,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
660,SV6A8P,Ölpreis WTI,"65,000 USD","110,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
661,SV6CB8,NASDAQ 100,"13.000,00 Pkt.","16.000,00 Pkt.",18.08.2023,"9,850 EUR","10,000 EUR","1,50 %",,Europäisch,Société Générale,
662,SV6DAN,Alphabet C (Google),"100,000 USD","150,000 USD",15.09.2023,"9,840 EUR","9,990 EUR","1,502 %",,Europäisch,Société Générale,
663,SV6DAB,Alphabet C (Google),"70,000 USD","150,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
664,SV6DAK,Alphabet C (Google),"90,000 USD","170,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
665,SV6DAQ,Alphabet C (Google),"100,000 USD","170,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
666,SV6DAP,Alphabet C (Google),"100,000 USD","160,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
667,SV6DED,Microsoft,"240,000 USD","400,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
668,SV6DAH,Alphabet C (Google),"90,000 USD","150,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
669,SV6DAJ,Alphabet C (Google),"90,000 USD","160,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
670,SV6DEE,Microsoft,"240,000 USD","440,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
671,SV6DEB,Microsoft,"220,000 USD","380,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
672,SV6DAE,Alphabet C (Google),"80,000 USD","150,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
673,SV6KS4,BASF,"30,000 EUR","55,000 EUR",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
674,SV6KS3,BASF,"25,000 EUR","55,000 EUR",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
675,SV6TMP,Alphabet C (Google),"100,000 USD","180,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
676,SV6VKU,Microsoft,"200,000 USD","400,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
677,SV6VLB,Netflix,"300,000 USD","520,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
678,SV6VLD,Netflix,"320,000 USD","540,000 USD",15.09.2023,"9,830 EUR","9,980 EUR","1,503 %",,Europäisch,Société Générale,
679,SV6VK9,Netflix,"280,000 USD","560,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
680,SV6VKT,Microsoft,"200,000 USD","380,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
681,SV6VK3,Netflix,"220,000 USD","520,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
